ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0001885,endothelial cell development,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,91663/54538,2
GO:0022617,extracellular matrix disassembly,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,1471/7177,2
GO:0034142,toll-like receptor 4 signaling pathway,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,7099/338382,2
GO:0062208,positive regulation of pattern recognition receptor signaling pathway,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,3304/7099,2
GO:0070050,neuron cellular homeostasis,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,23498/5028,2
GO:2000179,positive regulation of neural precursor cell proliferation,2/360,64/18888,0.03125,1.639583333,0.714413475,0.345404901,0.626047663,0.578227549,1950/6469,2
GO:0033002,muscle cell proliferation,6/360,251/18888,0.023904382,1.254183267,0.565085658,0.345545788,0.626047663,0.578227549,4856/3082/9314/8840/7099/6469,6
GO:0007043,cell-cell junction assembly,4/360,156/18888,0.025641026,1.345299145,0.6036486,0.34668109,0.627182236,0.579275459,4868/5800/79778/6615,4
GO:0043535,regulation of blood vessel endothelial cell migration,4/360,156/18888,0.025641026,1.345299145,0.6036486,0.34668109,0.627182236,0.579275459,8817/9314/1942/10769,4
GO:0050770,regulation of axonogenesis,4/360,156/18888,0.025641026,1.345299145,0.6036486,0.34668109,0.627182236,0.579275459,6696/57556/627/1942,4
GO:0007173,epidermal growth factor receptor signaling pathway,3/360,110/18888,0.027272727,1.430909091,0.631794442,0.34974751,0.632420154,0.584113283,10551/150/1950,3
GO:0030166,proteoglycan biosynthetic process,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,54360/3340,2
GO:0035904,aorta development,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,182/3340,2
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,10551/150,2
GO:0044091,membrane biogenesis,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,9935/9379,2
GO:0045682,regulation of epidermis development,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,23764/6424,2
GO:0050435,amyloid-beta metabolic process,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,1139/1942,2
GO:0060113,inner ear receptor cell differentiation,2/360,65/18888,0.030769231,1.614358974,0.691596734,0.352334967,0.634269841,0.585821684,182/25861,2
GO:0045732,positive regulation of protein catabolic process,5/360,205/18888,0.024390244,1.279674797,0.56121003,0.352744311,0.634269841,0.585821684,1050/3304/150/29116/10769,5
GO:0048469,cell maturation,5/360,205/18888,0.024390244,1.279674797,0.56121003,0.352744311,0.634269841,0.585821684,1050/9463/64581/6954/25893,5
GO:0001938,positive regulation of endothelial cell proliferation,3/360,111/18888,0.027027027,1.418018018,0.615689656,0.354957751,0.634269841,0.585821684,441478/1950/2252,3
GO:0030038,contractile actin filament bundle assembly,3/360,111/18888,0.027027027,1.418018018,0.615689656,0.354957751,0.634269841,0.585821684,85462/10395/84952,3
GO:0030203,glycosaminoglycan metabolic process,3/360,111/18888,0.027027027,1.418018018,0.615689656,0.354957751,0.634269841,0.585821684,93010/1950/3340,3
GO:0043149,stress fiber assembly,3/360,111/18888,0.027027027,1.418018018,0.615689656,0.354957751,0.634269841,0.585821684,85462/10395/84952,3
GO:0045445,myoblast differentiation,3/360,111/18888,0.027027027,1.418018018,0.615689656,0.354957751,0.634269841,0.585821684,91653/182/6469,3
GO:0098754,detoxification,4/360,158/18888,0.025316456,1.328270042,0.577576315,0.355339547,0.634269841,0.585821684,4353/114112/3048/6280,4
GO:0002834,regulation of response to tumor cell,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,5819,1
GO:0003177,pulmonary valve development,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,182,1
GO:0006658,phosphatidylserine metabolic process,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,145447,1
GO:0006837,serotonin transport,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,6571,1
GO:0006925,inflammatory cell apoptotic process,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,338442,1
GO:0021542,dentate gyrus development,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,7846,1
GO:0031290,retinal ganglion cell axon guidance,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,5800,1
GO:0031338,regulation of vesicle fusion,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,2901,1
GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,2901,1
GO:0032785,"negative regulation of DNA-templated transcription, elongation",1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,6469,1
GO:0032816,positive regulation of natural killer cell activation,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,7305,1
GO:0036120,cellular response to platelet-derived growth factor stimulus,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,7099,1
GO:0038128,ERBB2 signaling pathway,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,1950,1
GO:0040019,positive regulation of embryonic development,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,84327,1
GO:0045723,positive regulation of fatty acid biosynthetic process,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,552,1
GO:0045932,negative regulation of muscle contraction,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,150,1
GO:0046479,glycosphingolipid catabolic process,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,129807,1
GO:0046794,transport of virus,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,6614,1
GO:0051151,negative regulation of smooth muscle cell differentiation,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,6469,1
GO:0061744,motor behavior,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,7846,1
GO:0061760,antifungal innate immune response,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,64581,1
GO:0090042,tubulin deacetylation,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,10129,1
GO:0098664,G protein-coupled serotonin receptor signaling pathway,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,1132,1
GO:0140112,extracellular vesicle biogenesis,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,91947,1
GO:1902254,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,25946,1
GO:2000311,regulation of AMPA receptor activity,1/360,23/18888,0.043478261,2.28115942,0.856953303,0.357806445,0.634269841,0.585821684,85358,1
GO:0001655,urogenital system development,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,6469/23213,2
GO:0015800,acidic amino acid transport,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,552/8864,2
GO:0015909,long-chain fatty acid transport,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,5319/22925,2
GO:0046854,phosphatidylinositol phosphate biosynthetic process,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,129303/4952,2
GO:0050771,negative regulation of axonogenesis,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,6696/57556,2
GO:0050994,regulation of lipid catabolic process,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,150/338442,2
GO:0070613,regulation of protein processing,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,5054/431705,2
GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,2/360,66/18888,0.03030303,1.58989899,0.669168063,0.35923945,0.634376019,0.585919751,7099/3965,2
GO:1905954,positive regulation of lipid localization,3/360,112/18888,0.026785714,1.405357143,0.599741046,0.360162715,0.635638742,0.587086022,6696/8529/22925,3
GO:0002819,regulation of adaptive immune response,5/360,207/18888,0.024154589,1.267310789,0.539038853,0.360298475,0.635638742,0.587086022,5819/2209/64581/1378/9173,5
GO:0006164,purine nucleotide biosynthetic process,6/360,256/18888,0.0234375,1.2296875,0.515758121,0.362486844,0.63616136,0.58756872,4837/4833/23498/2983/3000/8942,6
GO:0007416,synapse assembly,5/360,208/18888,0.024038462,1.261217949,0.528037439,0.364077592,0.63616136,0.58756872,575/9379/22941/627/85358,5
GO:0008016,regulation of heart contraction,5/360,208/18888,0.024038462,1.261217949,0.528037439,0.364077592,0.63616136,0.58756872,775/552/26251/481/133,5
GO:0060840,artery development,3/360,113/18888,0.026548673,1.392920354,0.583945405,0.36536155,0.63616136,0.58756872,182/6469/3340,3
GO:0062014,negative regulation of small molecule metabolic process,3/360,113/18888,0.026548673,1.392920354,0.583945405,0.36536155,0.63616136,0.58756872,978/6615/8644,3
GO:0006936,muscle contraction,8/360,355/18888,0.022535211,1.182347418,0.483458723,0.365789789,0.63616136,0.58756872,151/775/150/7136/9127/481/23213/3815,8
GO:0060675,ureteric bud morphogenesis,2/360,67/18888,0.029850746,1.566169154,0.647113899,0.366116811,0.63616136,0.58756872,6469/55083,2
GO:0060760,positive regulation of response to cytokine stimulus,2/360,67/18888,0.029850746,1.566169154,0.647113899,0.366116811,0.63616136,0.58756872,3304/7099,2
GO:0003341,cilium movement,5/360,209/18888,0.023923445,1.255183413,0.517091315,0.367857581,0.63616136,0.58756872,246176/145788/55329/161582/23639,5
GO:1990778,protein localization to cell periphery,8/360,356/18888,0.02247191,1.179026217,0.475334085,0.368672507,0.63616136,0.58756872,10551/81693/129303/5028/481/91663/254887/63971,8
GO:0048608,reproductive structure development,7/360,307/18888,0.022801303,1.19630836,0.4833836,0.369370485,0.63616136,0.58756872,2623/6469/23639/89766/23213/3815/8644,7
GO:0000395,mRNA 5'-splice site recognition,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,135295,1
GO:0002407,dendritic cell chemotaxis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,3965,1
GO:0002922,positive regulation of humoral immune response,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,1378,1
GO:0003091,renal water homeostasis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,8529,1
GO:0006213,pyrimidine nucleoside metabolic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,978,1
GO:0006706,steroid catabolic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6696,1
GO:0006740,NADPH regeneration,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,10840,1
GO:0009147,pyrimidine nucleoside triphosphate metabolic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,4833,1
GO:0010954,positive regulation of protein processing,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,431705,1
GO:0014821,phasic smooth muscle contraction,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,3815,1
GO:0016093,polyprenol metabolic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,8644,1
GO:0021871,forebrain regionalization,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6469,1
GO:0023058,adaptation of signaling pathway,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,133,1
GO:0030277,maintenance of gastrointestinal epithelium,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,7099,1
GO:0030539,male genitalia development,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6469,1
GO:0032693,negative regulation of interleukin-10 production,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,7305,1
GO:0032727,positive regulation of interferon-alpha production,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,7099,1
GO:0045061,thymic T cell selection,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6469,1
GO:0046039,GTP metabolic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,4833,1
GO:0046641,positive regulation of alpha-beta T cell proliferation,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,3965,1
GO:0046885,regulation of hormone biosynthetic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,133,1
GO:0048634,regulation of muscle organ development,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6469,1
GO:0050650,chondroitin sulfate proteoglycan biosynthetic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,54360,1
GO:0050686,negative regulation of mRNA processing,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,135295,1
GO:0050855,regulation of B cell receptor signaling pathway,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,148823,1
GO:0051957,positive regulation of amino acid transport,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,552,1
GO:0060907,positive regulation of macrophage cytokine production,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,7099,1
GO:0061042,vascular wound healing,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,5054,1
GO:0061162,establishment of monopolar cell polarity,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,5754,1
GO:0061484,hematopoietic stem cell homeostasis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,4856,1
GO:0070233,negative regulation of T cell apoptotic process,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,1942,1
GO:0070841,inclusion body assembly,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,3304,1
GO:0071450,cellular response to oxygen radical,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,4353,1
GO:0071451,cellular response to superoxide,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,4353,1
GO:0072273,metanephric nephron morphogenesis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,55083,1
GO:0090103,cochlea morphogenesis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,5754,1
GO:0090200,positive regulation of release of cytochrome c from mitochondria,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,8739,1
GO:0097150,neuronal stem cell population maintenance,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,182,1
GO:0098884,postsynaptic neurotransmitter receptor internalization,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,23237,1
GO:0099500,vesicle fusion to plasma membrane,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,2901,1
GO:0140239,postsynaptic endocytosis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,23237,1
GO:1903902,positive regulation of viral life cycle,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,3965,1
GO:2000810,regulation of bicellular tight junction assembly,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,6615,1
GO:2001026,regulation of endothelial cell chemotaxis,1/360,24/18888,0.041666667,2.186111111,0.810461839,0.370061397,0.63616136,0.58756872,8817,1
GO:0048640,negative regulation of developmental growth,3/360,114/18888,0.026315789,1.380701754,0.568299621,0.370553422,0.636415171,0.587803144,6696/57556/51316,3
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,3/360,114/18888,0.026315789,1.380701754,0.568299621,0.370553422,0.636415171,0.587803144,90993/6615/25946,3
GO:0006869,lipid transport,10/360,456/18888,0.021929825,1.150584795,0.453728211,0.371047912,0.636968455,0.588314166,6696/8529/4833/1950/6469/5319/22925/6770/124976/389610,10
GO:0002704,negative regulation of leukocyte mediated immunity,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,1378/3965,2
GO:0006687,glycosphingolipid metabolic process,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,3815/129807,2
GO:0009311,oligosaccharide metabolic process,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,8972/129807,2
GO:0032715,negative regulation of interleukin-6 production,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,3082/7099,2
GO:0042987,amyloid precursor protein catabolic process,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,1139/1942,2
GO:0050854,regulation of antigen receptor-mediated signaling pathway,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,5819/148823,2
GO:0051055,negative regulation of lipid biosynthetic process,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,6615/8644,2
GO:0072171,mesonephric tubule morphogenesis,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,6469/55083,2
GO:0072577,endothelial cell apoptotic process,2/360,68/18888,0.029411765,1.543137255,0.62542136,0.372965575,0.637595174,0.588893014,5054/8644,2
GO:0030900,forebrain development,9/360,408/18888,0.022058824,1.157352941,0.4478911,0.375584325,0.640153778,0.591256181,220/552/7305/6469/7280/7846/85358/10395/3340,9
GO:0016311,dephosphorylation,7/360,309/18888,0.022653722,1.188565264,0.465852291,0.375592995,0.640153778,0.591256181,1843/5800/5794/79948/55/4952/10395,7
GO:0015908,fatty acid transport,3/360,115/18888,0.026086957,1.368695652,0.552800677,0.375737517,0.640153778,0.591256181,8529/5319/22925,3
GO:0046634,regulation of alpha-beta T cell activation,3/360,115/18888,0.026086957,1.368695652,0.552800677,0.375737517,0.640153778,0.591256181,9308/6469/3965,3
GO:0003015,heart process,6/360,260/18888,0.023076923,1.210769231,0.477011928,0.376074456,0.640153778,0.591256181,775/552/26251/7136/481/133,6
GO:0030307,positive regulation of cell growth,4/360,163/18888,0.024539877,1.287525562,0.513899056,0.376974997,0.640153778,0.591256181,552/627/6280/3872,4
GO:0003012,muscle system process,10/360,459/18888,0.021786492,1.143064633,0.432520019,0.378708962,0.640153778,0.591256181,151/775/150/7136/7373/5028/9127/481/23213/3815,10
GO:0002285,lymphocyte activation involved in immune response,5/360,212/18888,0.023584906,1.237421384,0.484578676,0.379199216,0.640153778,0.591256181,7099/2207/1378/3965/202309,5
GO:0042594,response to starvation,5/360,212/18888,0.023584906,1.237421384,0.484578676,0.379199216,0.640153778,0.591256181,9463/26/133/2875/8644,5
GO:0001912,positive regulation of leukocyte mediated cytotoxicity,2/360,69/18888,0.028985507,1.520772947,0.604078194,0.379784336,0.640153778,0.591256181,5819/7305,2
GO:0009583,detection of light stimulus,2/360,69/18888,0.028985507,1.520772947,0.604078194,0.379784336,0.640153778,0.591256181,7439/3000,2
GO:0044458,motile cilium assembly,2/360,69/18888,0.028985507,1.520772947,0.604078194,0.379784336,0.640153778,0.591256181,55329/23639,2
GO:0048645,animal organ formation,2/360,69/18888,0.028985507,1.520772947,0.604078194,0.379784336,0.640153778,0.591256181,6469/23213,2
GO:0051445,regulation of meiotic cell cycle,2/360,69/18888,0.028985507,1.520772947,0.604078194,0.379784336,0.640153778,0.591256181,1843/11105,2
GO:0071887,leukocyte apoptotic process,3/360,116/18888,0.025862069,1.356896552,0.537445639,0.380913036,0.640153778,0.591256181,338442/1942/3965,3
GO:0007249,canonical NF-kappaB signal transduction,7/360,311/18888,0.022508039,1.180921758,0.448437241,0.381820806,0.640153778,0.591256181,4055/7099/64581/3965/51523/10769/25893,7
GO:0044403,biological process involved in symbiotic interaction,7/360,311/18888,0.022508039,1.180921758,0.448437241,0.381820806,0.640153778,0.591256181,5819/3304/566/6614/1378/3965/25893,7
GO:0061458,reproductive system development,7/360,311/18888,0.022508039,1.180921758,0.448437241,0.381820806,0.640153778,0.591256181,2623/6469/23639/89766/23213/3815/8644,7
GO:0002070,epithelial cell maturation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,1050,1
GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,56670,1
GO:0007097,nuclear migration,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,25893,1
GO:0007350,blastoderm segmentation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,6469,1
GO:0008211,glucocorticoid metabolic process,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,6770,1
GO:0009110,vitamin biosynthetic process,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,6615,1
GO:0009164,nucleoside catabolic process,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,978,1
GO:0010623,programmed cell death involved in cell development,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,3815,1
GO:0017121,plasma membrane phospholipid scrambling,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,389610,1
GO:0030859,polarized epithelial cell differentiation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,5754,1
GO:0031954,positive regulation of protein autophosphorylation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,56034,1
GO:0032331,negative regulation of chondrocyte differentiation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,8840,1
GO:0036119,response to platelet-derived growth factor,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,7099,1
GO:0038095,Fc-epsilon receptor signaling pathway,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,2207,1
GO:0042659,regulation of cell fate specification,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,8324,1
GO:0043153,entrainment of circadian clock by photoperiod,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,8864,1
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,8483,1
GO:0046514,ceramide catabolic process,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,129807,1
GO:0060117,auditory receptor cell development,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,25861,1
GO:0060964,regulation of miRNA-mediated gene silencing,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,131405,1
GO:0061339,establishment or maintenance of monopolar cell polarity,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,5754,1
GO:1901863,positive regulation of muscle tissue development,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,6469,1
GO:1905063,regulation of vascular associated smooth muscle cell differentiation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,3815,1
GO:2000178,negative regulation of neural precursor cell proliferation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,10653,1
GO:2000291,regulation of myoblast proliferation,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,2252,1
GO:2000353,positive regulation of endothelial cell apoptotic process,1/360,25/18888,0.04,2.098666667,0.766212159,0.382083126,0.640153778,0.591256181,8644,1
GO:0032259,methylation,6/360,262/18888,0.022900763,1.201526718,0.457869745,0.382874033,0.640203944,0.591302515,85002/4837/56981/653333/56341/11105,6
GO:0044843,cell cycle G1/S phase transition,6/360,262/18888,0.022900763,1.201526718,0.457869745,0.382874033,0.640203944,0.591302515,131405/8328/4330/9314/815/10769,6
GO:0042098,T cell proliferation,5/360,213/18888,0.023474178,1.231611894,0.47384775,0.382979145,0.640203944,0.591302515,11326/6469/6708/1378/3965,5
GO:0051348,negative regulation of transferase activity,5/360,213/18888,0.023474178,1.231611894,0.47384775,0.382979145,0.640203944,0.591302515,1843/5800/10408/5577/64798,5
GO:0099111,microtubule-based transport,5/360,213/18888,0.023474178,1.231611894,0.47384775,0.382979145,0.640203944,0.591302515,161582/23639/7846/63971/25893,5
GO:0051261,protein depolymerization,3/360,117/18888,0.025641026,1.345299145,0.522231662,0.386079201,0.644751439,0.595502653,6708/57701/6710,3
GO:0051928,positive regulation of calcium ion transport,3/360,117/18888,0.025641026,1.345299145,0.522231662,0.386079201,0.644751439,0.595502653,5319/815/481,3
GO:0042490,mechanoreceptor differentiation,2/360,70/18888,0.028571429,1.499047619,0.58307275,0.38657175,0.644751439,0.595502653,182/25861,2
GO:1903317,regulation of protein maturation,2/360,70/18888,0.028571429,1.499047619,0.58307275,0.38657175,0.644751439,0.595502653,5054/431705,2
GO:2000573,positive regulation of DNA biosynthetic process,2/360,70/18888,0.028571429,1.499047619,0.58307275,0.38657175,0.644751439,0.595502653,3082/9314,2
GO:0072522,purine-containing compound biosynthetic process,6/360,264/18888,0.022727273,1.192424242,0.438877925,0.389674697,0.645572466,0.596260967,4837/4833/23498/2983/3000/8942,6
GO:0007338,single fertilization,4/360,166/18888,0.024096386,1.264257028,0.476675619,0.389928304,0.645572466,0.596260967,431705/147650/10184/89766,4
GO:0062207,regulation of pattern recognition receptor signaling pathway,4/360,166/18888,0.024096386,1.264257028,0.476675619,0.389928304,0.645572466,0.596260967,3304/7099/338382/6280,4
GO:0045619,regulation of lymphocyte differentiation,5/360,215/18888,0.023255814,1.220155039,0.452542405,0.390536002,0.645572466,0.596260967,441478/9308/6469/1378/3965,5
GO:0009308,amine metabolic process,3/360,118/18888,0.025423729,1.333898305,0.507155981,0.39123525,0.645572466,0.596260967,23498/26/8942,3
GO:0051224,negative regulation of protein transport,3/360,118/18888,0.025423729,1.333898305,0.507155981,0.39123525,0.645572466,0.596260967,4856/150/94121,3
